household,species,height_m,diam_cm,year,id,cole_ewel,TFTF,Chave_General,calculations,species_specific
1,C,4.75,2.89,2019,42,0.0046572754947314474,0.005543549938712104,0.004658372380768727,0.004658372380768727,0.0011994529574009428
1,C,2.1,1.64,2019,43,0.0034888045719579357,7.892337703114354e-4,6.94976105748505e-4,6.94976105748505e-4,4.633783228240659e-4
1,C,2.1,1.89,2019,44,0.0035524493135972606,0.001048193765217682,9.167440998966161e-4,9.167440998966161e-4,5.32184859574442e-4
1,C,2,1.7600000000000002,2019,45,0.0035075911466059197,8.656732553315425e-4,7.605970794795212e-4,7.605970794795212e-4,4.8475699946698485e-4
1,M,1.5,0.9800000000000001,2019,46,0.00334430756986326,2.0129921417074835e-4,1.831669098920226e-4,0.12087331321134218,0.12087331321134218
1,M,2,0.6900000000000001,2019,47,0.00332753482370562,1.3305366634276452e-4,1.222777252909276e-4,0.12985221990246368,0.12985221990246368
1,M,1.25,1.1199999999999999,2019,48,0.0033486827702328,2.191011854919709e-4,1.989602889980929e-4,0.11671495478601246,0.11671495478601246
1,M,1.75,1.25,2019,49,0.003388738691198437,3.820821454589337e-4,3.4235930104290207e-4,0.11295640676422988,0.11295640676422988
1,M,3.5,3.0600000000000005,2019,50,0.00442031838602046,0.004579410402840669,0.0038658703584978065,0.07090843339036171,0.07090843339036171
1,M,0.08,0.45999999999999996,2019,51,0.0032954154956049884,2.365398512760257e-6,2.3945712553662125e-6,0.13732365145574993,0.13732365145574993
1,M,1,1.4400000000000002,2019,52,0.00336604620278256,2.897501391812189e-4,2.6135585556021085e-4,0.10764118746019045,0.10764118746019045
1,M,2.25,2.12,2019,53,0.00364211653818804,0.0014130349669445204,0.0012270051579054487,0.09035070440511941,0.09035070440511941
1,M,0.27,0.9800000000000001,2019,54,0.0033037393658213866,3.623385855073471e-5,3.435523975630331e-5,0.12087331321134218,0.12087331321134218
1,K,0.8,0.75,2019,55,0.0033102881547449996,6.287980450981309e-5,5.8836125219039074e-5,0.0015488232211247187,0.0015488232211247187
1,K,0.85,0.96,2019,56,0.0033217364812378556,1.0946116369068262e-4,1.010683018013497e-4,0.0021720984700704235,0.0021720984700704235
1,K,1.67,1.2300000000000002,2019,57,0.0033816012764166297,3.530411776125261e-4,3.1693828496425885e-4,0.003050267469588834,0.003050267469588834
1,K,0.25,0.5,2019,58,0.0032969805398062497,8.733306181918485e-6,8.568159590633987e-6,8.887033686553343e-4,8.887033686553343e-4
1,K,0.25,0.35000000000000003,2019,59,0.0032958858811580624,4.279320029140058e-6,4.2708952631330514e-6,5.451815388927591e-4,5.451815388927591e-4
1,K,0.23,0.22999999999999998,2019,60,0.0032952519922379605,1.7001301810464351e-6,1.7347933712103529e-6,3.067150282222835e-4,3.067150282222835e-4
1,K,0.6,0.29,2019,61,0.003296567059331766,7.050922079033706e-6,6.95320705930827e-6,4.2135987601473797e-4,4.2135987601473797e-4
1,K,0.64,0.68,2019,62,0.0033049972530987456,4.1351995172035664e-5,3.908388280459031e-5,0.001354269603447844,0.001354269603447844
1,K,0.5,0.35000000000000003,2019,63,0.003296937612016125,8.558640058280116e-6,8.40086869848047e-6,5.451815388927591e-4,5.451815388927591e-4
1,K,0.64,0.34,2019,64,0.0032973749259996863,1.0337998793008916e-5,1.0101529833824687e-5,5.239550575286044e-4,5.239550575286044e-4
1,K,0.3,0.25,2019,65,0.003295478067151875,2.619991854575545e-6,2.6458053584424747e-6,3.438315557435481e-4,3.438315557435481e-4
1,K,0.7000000000000001,0.45,2019,66,0.003299702161700175,1.9807138420591126e-5,1.9054395005898817e-5,7.692527620944814e-4,7.692527620944814e-4
1,K,0.41000000000000003,0.39,2019,67,0.003296975766235988,8.713883308969899e-6,8.54956084106334e-6,6.323047321360327e-4,6.323047321360327e-4
1,K,0.8,0.52,2019,68,0.003302263061947872,3.0227020692361704e-5,2.8784785945391997e-5,9.377617213274502e-4,9.377617213274502e-4
1,K,0.47000000000000003,0.43,2019,69,0.0032978185932961857,1.2143208114036194e-5,1.1819703567426768e-5,7.22802597477203e-4,7.22802597477203e-4
1,K,0.63,0.26,2019,70,0.0032962967172806747,5.95094469880871e-6,5.892410593838453e-6,3.6281180305260395e-4,3.6281180305260395e-4
1,K,0.64,0.45,2019,71,0.0032992849035801603,1.810938369882617e-5,1.745866901630201e-5,7.692527620944814e-4,7.692527620944814e-4
1,K,0.81,0.47000000000000003,2019,72,0.0033009789715474206,2.5002267869191884e-5,2.391801022768424e-5,8.164732974374943e-4,8.164732974374943e-4
1,K,0.5700000000000001,0.49000000000000005,2019,73,0.0032995341251585092,1.912342534622109e-5,1.8412181930352957e-5,8.644433746248854e-4,8.644433746248854e-4
1,K,0.68,0.38,2019,74,0.003298206282754363,1.3720652809839042e-5,1.3316035047594636e-5,6.101989384884643e-4,6.101989384884643e-4
1,K,0.53,0.24,2019,75,0.0032958825499615485,4.2657659379457185e-6,4.257692011508795e-6,3.251302077805859e-4,3.251302077805859e-4
1,K,0.6,0.38,2019,76,0.0032978095612891437,1.2106458361622682e-5,1.1784790084966392e-5,6.101989384884643e-4,6.101989384884643e-4
1,K,0.9,0.41,2019,77,0.003300029786594409,2.1140190276199156e-5,2.0305020284169126e-5,6.771451997866269e-4,6.771451997866269e-4
1,K,0.77,0.7400000000000001,2019,78,0.0033093146211494286,5.89186562914927e-5,5.521586941270231e-5,0.001520601366622838,0.001520601366622838
1,K,3.1,0.67,2019,79,0.003342624457068039,1.9445090479513515e-4,1.7708251370202141e-4,0.0013270595147325212,0.0013270595147325212
1,K,0.5,0.5,2019,80,0.0032991269293124997,1.746661236383697e-5,1.6853605455952836e-5,8.887033686553343e-4,8.887033686553343e-4
1,K,0.51,0.35000000000000003,2019,81,0.0032969796812504478,8.729812859445717e-6,8.564814565071567e-6,5.451815388927591e-4,5.451815388927591e-4
1,K,0.25,0.22999999999999998,2019,82,0.0032952883263195226,1.847967588093951e-6,1.881875267177187e-6,3.067150282222835e-4,3.067150282222835e-4
1,K,0.67,1.2000000000000002,2019,83,0.0033279675358300798,1.3481430086903932e-4,1.2385668438512457e-4,0.0029488061763838715,0.0029488061763838715
1,K,0.25,0.25,2019,84,0.0032953707476765623,2.1833265454796214e-6,2.2145066844687983e-6,3.438315557435481e-4,3.438315557435481e-4
1,K,0.66,0.54,2019,85,0.0033014435189210375,2.6892434792756868e-5,2.56812495152507e-5,9.87523345626395e-4,9.87523345626395e-4
1,K,0.68,0.5900000000000001,2019,86,0.003302963231375926,3.307589503535297e-5,3.142971737042429e-5,0.0011148981026879137,0.0011148981026879137
1,K,0.43,0.63,2019,87,0.00330069523602581,2.3847794658391716e-5,2.283950121885918e-5,0.001219732155558687,0.001219732155558687
1,K,0.25,0.25,2019,88,0.0032953707476765623,2.1833265454796214e-6,2.2145066844687983e-6,3.438315557435481e-4,3.438315557435481e-4
1,K,0.6,0.37000000000000005,2019,89,0.003297655021244694,1.1477660316524551e-5,1.1187010247388641e-5,5.883073610295555e-4,5.883073610295555e-4
1,K,0.25,0.22999999999999998,2019,90,0.0032952883263195226,1.847967588093951e-6,1.881875267177187e-6,3.067150282222835e-4,3.067150282222835e-4
1,K,0.66,0.33,2019,91,0.0032973024638899553,1.0043162376307348e-5,9.820254473834755e-6,5.029583447501472e-4,5.029583447501472e-4
1,K,0.6,0.33,2019,92,0.0032970780717454136,9.130147614824858e-6,8.947948609512326e-6,5.029583447501472e-4,5.029583447501472e-4
1,K,0.5,0.39,2019,93,0.0032974458770512046,1.0626686962158412e-5,1.0376753192034863e-5,6.323047321360327e-4,6.323047321360327e-4
1,K,1.25,1.1900000000000002,2019,94,0.003355624193896012,2.473446976842954e-4,2.239548600297909e-4,0.0029151926313765804,0.0029151926313765804
1,K,0.54,0.49000000000000005,2019,95,0.0032992867580606934,1.8116929275367354e-5,1.746576883954106e-5,8.644433746248854e-4,8.644433746248854e-4
1,K,0.5,0.25,2019,96,0.0032959073450531252,4.366653090959243e-6,4.355943834240108e-6,3.438315557435481e-4,3.438315557435481e-4
1,K,1,1.29,2019,97,0.00335198305873761,2.325295170772888e-4,2.10852990360954e-4,0.003255935729462091,0.003255935729462091
1,K,0.7000000000000001,0.4,2019,98,0.0032986804802951995,1.5650084677997928e-5,1.5140682077269015e-5,6.54621264314455e-4,6.54621264314455e-4
1,K,0.6,0.30000000000000004,2019,99,0.0032966886308333997,7.545576541177572e-6,7.428907652356491e-6,4.4139157503355676e-4,4.4139157503355676e-4
1,K,0.12,0.2,2019,100,0.0032949989930140793,6.707179147713396e-7,6.998421536397918e-7,2.532672381703776e-4,2.532672381703776e-4
1,K,0.6,0.30000000000000004,2019,101,0.0032966886308333997,7.545576541177572e-6,7.428907652356491e-6,4.4139157503355676e-4,4.4139157503355676e-4
1,K,0.5,0.55,2019,102,0.003300028412905125,2.1134600960242732e-5,2.029978060866409e-5,0.0010126626799317256,0.0010126626799317256
1,K,3.5,4.420000000000001,2019,103,0.005643066691494542,0.00955457232197621,0.007924709138094618,0.017595290012579104,0.017595290012579104
1,K,2.65,2.43,2019,104,0.0038322208830673184,0.002186538306161084,0.0018788844371856238,0.007752620321635972,0.007752620321635972
1,K,4,4.75,2019,105,0.006394220597325,0.012610894126690291,0.010390229195771192,0.01941950544736384,0.01941950544736384
1,K,3,4.920000000000001,2019,106,0.0057887395716163205,0.010147291332575602,0.008404170901744112,0.020377932119031817,0.020377932119031817
1,K,3.15,3.0600000000000005,2019,107,0.004307769962448414,0.004121469362556602,0.003488092353482447,0.010631787182716118,0.010631787182716118
1,K,2.25,2.2100000000000004,2019,108,0.0036722286658491224,0.0015355562660318912,0.001330737839028652,0.006807463718673364,0.006807463718673364
1,K,3.25,2.89,2019,109,0.004227030859647833,0.003792955221224072,0.003216469218116695,0.009831006087264033,0.009831006087264033
1,K,0.38,0.4,2019,110,0.00329692215801168,8.495760253770302e-6,8.340624002255466e-6,6.54621264314455e-4,6.54621264314455e-4
1,K,0.4,0.42000000000000004,2019,111,0.0032972573381969757,9.859553347138696e-6,9.644990773687694e-6,6.998733365548829e-4,6.998733365548829e-4
1,K,0.43,0.5599999999999999,2019,112,0.0032994651316142205,1.8842701952309494e-5,1.814833935431123e-5,0.001037971711174375,0.001037971711174375
1,K,0.72,0.7400000000000001,2019,113,0.003308374330834531,5.509276951931784e-5,5.1713684745363564e-5,0.001520601366622838,0.001520601366622838
1,K,0.63,0.45,2019,114,0.003299215360560157,1.7826424578532005e-5,1.7192374124551882e-5,7.692527620944814e-4,7.692527620944814e-4
1,K,0.54,0.39,2019,115,0.0032976548151913013,1.1476821919131086e-5,1.1186212692124042e-5,6.323047321360327e-4,6.323047321360327e-4
1,K,1.25,1.33,2019,116,0.003370769118252112,3.0896690610391226e-4,2.782602852569645e-4,0.0033950382262667037,0.0033950382262667037
1,K,1.11,2.42,2019,117,0.0035180794016581884,9.083482415904644e-4,7.971709643226599e-4,0.007708945437578014,0.007708945437578014
1,K,0.25,0.22000000000000003,2019,118,0.00329524969130841,1.690768076819419e-6,1.725469041587239e-6,2.8859379764992167e-4,2.8859379764992167e-4
2,A,0.18,0.13,2019,1,0.0032949386193700477,4.250674784863364e-7,4.48406643955443e-7,4.48406643955443e-7,7.619436095501519e-6
2,A,1.1400000000000001,2.2,2019,2,0.0034843208501349598,7.709902430296549e-4,6.7929256006068e-4,6.7929256006068e-4,0.0012906220396958872
2,A,1.6,2.64,2019,3,0.0036777967436506563,0.0015582118595967762,0.0013498969574067975,0.0013498969574067975,0.00208840234219308
2,A,1.23,0.9500000000000001,2019,4,0.003332956603598407,1.5511399775829056e-4,1.4202752415709284e-4,1.4202752415709284e-4,4.3098575870975577e-4
2,A,1.1,1.07,2019,5,0.003338084413984419,1.7597821555914118e-4,1.6064419806678356e-4,1.6064419806678356e-4,4.698416749207713e-4
2,A,1.33,1.09,2019,6,0.003349100818224153,2.2080215407041084e-4,2.0046768524682618e-4,2.0046768524682618e-4,5.487264605240314e-4
2,A,1.05,1.25,2019,7,0.0033511768748390623,2.2924928727536024e-4,2.0794943821169577e-4,2.0794943821169577e-4,5.629998898402797e-4
2,A,0.62,0.7400000000000001,2019,8,0.0033064937502047353,4.7440995974968155e-5,4.4691327601233457e-5,4.4691327601233457e-5,1.9166677689069192e-4
2,A,0.63,0.9199999999999999,2019,9,0.0033131465274071465,7.45100531519481e-5,6.943506803725365e-5,6.943506803725365e-5,2.6100727659064194e-4
2,A,3,5.010000000000001,2019,10,0.00588081453009963,0.010521929207845069,0.00870687351795361,0.00870687351795361,0.007712068505964445
2,A,4,6.19,2019,11,0.008558275747767241,0.021416078911808443,0.017422053721544588,0.017422053721544588,0.012539602606226465
2,A,7,9.040000000000001,2019,12,0.022940349233783526,0.0799343725013422,0.0630035634297213,0.0630035634297213,0.03086934423638194
2,A,6.3,7.120000000000001,2019,13,0.014262874911412517,0.04462715546439177,0.035670235283886985,0.035670235283886985,0.020719701701170237
2,A,2,3.23,2019,14,0.00401141229685218,0.002915638722090795,0.0024881539584343743,0.0024881539584343743,0.003205793168551571
2,A,2.8000000000000003,3.1500000000000004,2019,15,0.0042489643847343,0.0038821991304358607,0.003290312063350755,0.003290312063350755,0.003899301910616656
2,A,1.2,1.77,2019,16,0.0034239430850353074,5.253230387967825e-4,4.671252703703743e-4,4.671252703703743e-4,9.927258531880413e-4
2,A,2.5,2.7300000000000004,2019,17,0.003934707204345225,0.002603538305728811,0.002227858407635883,0.002227858407635883,0.0029669033476233024
2,A,5,5.23,2019,18,0.00799163235234045,0.01911050005307186,0.015589014860452418,0.015589014860452418,0.011599725841925495
2,A,3.5,3.41,2019,19,0.004692506332087035,0.005686898426382115,0.004775904227944779,0.004775904227944779,0.005062819734878649
2,A,1.5,2.32,2019,20,0.0035720995953825597,0.0011281475326453932,9.849320403204247e-4,9.849320403204247e-4,0.0016744643899658138
2,A,2.85,2.4800000000000004,2019,21,0.0038968067735773437,0.002449327681161979,0.002098973301515996,0.002098973301515996,0.0028455466846549413
2,A,0.81,1.36,2019,22,0.0033462848582186495,2.093444755584306e-4,1.9030840864411145e-4,1.9030840864411145e-4,5.290867810828912e-4
2,A,1.1300000000000001,4.3100000000000005,2019,23,0.004015711703915475,0.002933132302904123,0.002502723331611143,0.002502723331611143,0.003218937115193245
2,A,1.7,4.09,2019,24,0.004271450648046416,0.003973692040655617,0.0033659735166469873,0.0033659735166469873,0.003961927089915291
2,A,1.9000000000000001,7.190000000000001,2019,25,0.00666801713354314,0.013724927239216719,0.0112851401956807,0.0112851401956807,0.009249420344255025
2,A,0.67,3.39,2019,26,0.0035592592751959944,0.0010759023798729765,9.403888442223034e-4,9.403888442223034e-4,0.00162102713116503
2,A,1.6,4.32,2019,27,0.004320287706048864,0.00417240200420955,0.003530157051979573,0.003530157051979573,0.004096394414453434
2,A,1.23,1.09,2019,28,0.0033450206176283523,2.042004883508311e-4,1.8574304583957268e-4,1.8574304583957268e-4,5.201594308128419e-4
2,A,2.5,3.94,2019,29,0.0046276218358688994,0.005422894073825191,0.004559389803104983,0.004559389803104983,0.004900853595420485
2,A,2.5,11.030000000000001,2019,30,0.013740101313537227,0.04250007560271067,0.0340099112706739,0.0340099112706739,0.02003900706854255
2,A,1.1,3.85,2019,31,0.003854775659132475,0.002278309983514167,0.001955812668398533,0.001955812668398533,0.002708100679387312
2,A,0.25,0.45,2019,32,0.0032965727258000626,7.0739780073539716e-06,6.975396924075132e-6,6.975396924075132e-6,5.2146794391387224e-5
2,A,0.49,1.04,2019,33,0.0033130349838372862,7.405620069628618e-5,6.902224843716635e-5,6.902224843716635e-5,2.5991877913497994e-4
2,A,1.1,5.920000000000001,2019,34,0.004618762913676385,0.005386848575222191,0.004529808917271744,0.004529808917271744,0.004878548456001059
2,A,0.45,0.48,2019,35,0.003298394752924128,1.4487506959060933e-5,1.4041935019049846e-5,1.4041935019049846e-5,8.514855920206736e-5
2,A,4.5,8.190000000000001,2019,36,0.013660777625832649,0.042177320552806756,0.03375780808203014,0.03375780808203014,0.019934790162167974
2,A,1.09,2.95,2019,37,0.0036205951198867723,0.0013254678525196602,0.0011527350203495526,0.0011527350203495526,0.001869640787694149
2,A,2.08,5.0200000000000005,2019,38,0.005094945160790708,0.007324355887074924,0.0061138125759936665,0.0061138125759936665,0.006019493331696132
2,A,0.61,1.03,2019,39,0.0033170586914612827,9.042800579715786e-5,8.387814778953727e-5,8.387814778953727e-5,2.9796747591656446e-4
2,A,0.6,0.78,2019,40,0.0033073704387057844,5.1008097418360376e-5,4.796814621481176e-5,4.796814621481176e-5,2.0141082262523332e-4
2,C,0.58,0.82,2019,41,0.003308227346081143,5.449471271198005e-5,5.116571079306326e-5,5.116571079306326e-5,1.25764007469168e-4
2,C,0.25,0.58,2019,42,0.00329772233201961,1.1751536798389511e-5,1.1447470737612528e-5,1.1447470737612528e-5,5.9496067176884485e-5
2,C,0.19,0.47000000000000003,2019,43,0.0032962755281234686,5.864729500180812e-6,5.809077671826425e-6,5.809077671826425e-6,4.238549546145299e-5
2,C,0.18,0.29,2019,44,0.003295354023009529,2.1152766237101117e-6,2.147115993963018e-6,2.147115993963018e-6,2.5771263656983888e-5
2,C,0.3,0.67,2019,45,0.0032994590186969067,1.88178294963034e-5,1.8124958031165346e-5,1.8124958031165346e-5,7.486029688737856e-5
2,C,0.25,0.31000000000000005,2019,46,0.0032956592224262023,3.3570828963294664e-6,3.370048297584716e-6,3.370048297584716e-6,3.2285384544615585e-5
2,C,0.23,0.24,2019,47,0.0032952891161908606,1.8511814447688975e-6,1.8850694792678914e-6,1.8850694792678914e-6,2.414779238909811e-5
2,C,0.2,0.22000000000000003,2019,48,0.003295166583106728,1.3526144614555354e-6,1.3877875877437456e-6,1.3877875877437456e-6,2.0719958409156626e-5
2,C,1.1,7.620000000000001,2019,49,0.005488301362001964,0.008924857629061226,0.007414536627433708,0.007414536627433708,0.0015131690320818088
2,C,2.7,4.4,2019,50,0.0050899713066312,0.0073041180918598896,0.006097324495060669,0.006097324495060669,0.0013722201576489956
2,C,3,5.36,2019,51,0.00625474992432048,0.012043410877634178,0.009933645657262352,0.009933645657262352,0.001751405682469726
2,C,4,7.08,2019,52,0.010180644002849761,0.028017228735828396,0.02264561505877941,0.02264561505877941,0.0026441605116519946
2,C,1.1,9.8,2019,53,0.0069228849182724015,0.014761942372521545,0.012116612266249879,0.012116612266249879,0.0019342570490504783
2,C,4.25,5.18,2019,54,0.007211143311850169,0.01593481840610825,0.013055332492762924,0.013055332492762924,0.002007771249539337
2,C,5,5.61,2019,55,0.00869894496467205,0.02198843883903654,0.017876351253439206,0.017876351253439206,0.0023493391590681126
2,C,3.8000000000000003,5.920000000000001,2019,56,0.007868406241963874,0.018609113259858475,0.015189707534883941,0.015189707534883941,0.002165649805208619
2,C,0.52,1.2800000000000002,2019,57,0.003324092633097773,1.1904795841914769e-4,1.0969877409707413e-4,1.0969877409707413e-4,1.8413392565747857e-4
2,C,0.32,0.91,2019,58,0.003303934567068643,3.7028100348143096e-5,3.509003705228803e-5,3.509003705228803e-5,1.0415390502990629e-4
2,C,1.42,2.87,2019,59,0.0036965145651499756,0.0016343715993532638,0.0014142543938285115,0.0014142543938285115,6.609717993970638e-4
2,C,0.68,1.82,2019,60,0.003372187692833467,3.1473885295921634e-4,2.8333269874451425e-4,2.8333269874451425e-4,2.958959707730939e-4
2,C,0.8,1.8100000000000003,2019,61,0.003384841019566248,3.662231600970644e-4,3.2848311888796096e-4,3.2848311888796096e-4,3.185962432648332e-4
2,C,1,1.9300000000000002,2019,62,0.00342275553064929,5.204910751524507e-4,4.6293126990122906e-4,4.6293126990122906e-4,3.7820486811120725e-4
2,C,1.4000000000000001,3.14,2019,63,0.0037688750905584237,0.0019287946861398545,0.0016624028930395751,0.0016624028930395751,7.166054580940067e-4
2,C,0.44,1.74,2019,64,0.003340582948738622,1.8614434288648988e-4,1.6969560519914824e-4,1.6969560519914824e-4,2.290070275826937e-4
2,C,2.5,4.05,2019,65,0.004703080305350625,0.005729922185956716,0.004811165582020201,0.004811165582020201,0.0012189610661048288
2,C,1.1,3.4299999999999997,2019,66,0.0037392703693766185,0.0018083379406338888,0.0015609968733647703,0.0015609968733647703,6.944097114766507e-4
2,C,0.9,2.91,2019,67,0.0035565662603814093,0.0010649449451390965,9.310402444124152e-4,9.310402444124152e-4,5.363175287834135e-4
2,C,1,3.0100000000000002,2019,68,0.00360597820734921,0.0012659940374207946,0.0011022254881492008,0.0011022254881492008,5.8353307734342e-4
2,C,2.4,6,2019,69,0.00626200300374,0.012072922465884107,0.009957402504310727,0.009957402504310727,0.0017534982930271221
2,C,8,9,2019,70,0.0255486005511,0.09054691849413087,0.07115507092434423,0.07115507092434423,0.004686490466026777
2,C,3.7,6.370000000000001,2019,71,0.008450789025784416,0.020978733103494827,0.01707472448691323,0.01707472448691323,0.00229607025126764
2,C,5.5,6.670000000000001,2019,72,0.011697998863505298,0.0341910963149143,0.027504025557181472,0.027504025557181472,0.0029139710811738303
2,C,5,6.690000000000001,2019,73,0.010979956020754054,0.031269497984684966,0.02520781229325847,0.02520781229325847,0.0027897068146768727
2,C,3.4,4.420000000000001,2019,74,0.005575974333174696,0.00928158454134832,0.007703646446807533,0.007703646446807533,0.0015423818518617426
2,C,0.96,0.9500000000000001,2019,75,0.00332458826019144,1.2106458361622679e-4,1.1151206317290342e-4,1.1151206317290342e-4,1.8564921668359893e-4
2,C,1.25,4.14,2019,76,0.004030599301926449,0.0029937074927122,0.00255315680735722,0.00255315680735722,8.880381444609737e-4
2,C,7,6.720000000000001,2019,77,0.014150715928752482,0.044170798995181344,0.035314182591633464,0.035314182591633464,0.003301798476918125
2,C,2,3.4299999999999997,2019,78,0.0041029000031665794,0.003287887164788888,0.002797744484474581,0.002797744484474581,9.29592967826455e-4
2,C,1.2,2.85,2019,79,0.0036295678865787,0.0013619765656825514,0.0011837138062158318,0.0011837138062158318,6.047145758556915e-4
2,C,2.2,4.010000000000001,2019,80,0.004509732508360662,0.004943221773102535,0.004165345227849886,0.004165345227849886,0.0011342181619837216
